Key Indicator,Constituent ID,Age,Preferred State,Gift Date,Gift Amount,Fund Split Amount,Fund Description,Campaign Description,Total Amount of Gifts_1,Gift Total Number of Gifts_1,Gift Payment Type,Gift Batch Description,First Gift Date,First Gift Amount,Last Gift Date,Last Gift Amount
"Individual","38891","60","New Jersey","1/10/2024","$75.00","$75.00","331-Unrestricted","New Campaign","$125.00","2","Credit Card","NetCommunity Donations","5/23/1995","$25.00","1/10/2024","$75.00"
"Individual","38891","60","New Jersey","3/27/2022","$50.00","$50.00","331-Unrestricted","New Campaign","$125.00","2","Credit Card","NetCommunity Donations","5/23/1995","$25.00","1/10/2024","$75.00"
"Individual","7533","","South Carolina","3/18/2019","$100.00","$100.00","331-Unrestricted","New Campaign","$1,350.00","8","Credit Card","NetCommunity Donations","1/1/1960","$10.00","12/6/2023","$150.00"
"Individual","7533","","South Carolina","12/6/2023","$150.00","$150.00","331-Unrestricted","New Campaign","$1,350.00","8","Credit Card","NetCommunity Donations","1/1/1960","$10.00","12/6/2023","$150.00"
"Individual","7533","","South Carolina","4/19/2023","$250.00","$250.00","331-Unrestricted","New Campaign","$1,350.00","8","Credit Card","NetCommunity Donations","1/1/1960","$10.00","12/6/2023","$150.00"
"Individual","7533","","South Carolina","6/27/2023","$150.00","$150.00","331-Unrestricted","New Campaign","$1,350.00","8","Credit Card","NetCommunity Donations","1/1/1960","$10.00","12/6/2023","$150.00"
"Individual","2658","","Colorado","4/14/2020","$200.00","$200.00","331-Unrestricted","New Campaign","$650.00","4","Credit Card","NetCommunity Donations","1/1/1960","$35.00","12/27/2022","$100.00"
"Individual","2658","","Colorado","10/22/2019","$150.00","$150.00","331-Unrestricted","New Campaign","$650.00","4","Credit Card","NetCommunity Donations","1/1/1960","$35.00","12/27/2022","$100.00"
"Individual","2658","","Colorado","12/27/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$650.00","4","Credit Card","NetCommunity Donations","1/1/1960","$35.00","12/27/2022","$100.00"
"Individual","2658","","Colorado","12/14/2020","$200.00","$200.00","331-Unrestricted","New Campaign","$650.00","4","Credit Card","NetCommunity Donations","1/1/1960","$35.00","12/27/2022","$100.00"
"Individual","10015","72","Ohio","1/7/2021","$500.00","$500.00","331-Unrestricted","New Campaign","$703.00","2","Credit Card","Gift receipt log 1/7/2021","6/30/1981","$25.00","11/4/2024","$1,000.00"
"Individual","9774","","Florida","6/28/2020","$150.00","$150.00","331-Unrestricted","New Campaign","$955.59","8","Credit Card","NetCommunity Donations","6/30/1970","$50.00","4/6/2024","$154.31"
"Individual","9774","","Florida","5/13/2019","$150.00","$150.00","331-Unrestricted","New Campaign","$955.59","8","Credit Card","NetCommunity Donations","6/30/1970","$50.00","4/6/2024","$154.31"
"Individual","9774","","Florida","4/5/2023","$150.00","$150.00","331-Unrestricted","New Campaign","$955.59","8","Credit Card","NetCommunity Donations","6/30/1970","$50.00","4/6/2024","$154.31"
"Individual","43966","48","New Jersey","3/27/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$750.00","3","Credit Card","NetCommunity Donations","8/14/2000","$50.00","4/2/2022","$150.00"
"Individual","36524","70","New Jersey","10/6/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$550.00","4","Credit Card","NetCommunity Donations","4/29/1999","$25.00","9/25/2024","$100.00"
"Individual","36524","70","New Jersey","3/24/2022","$250.00","$250.00","331-Unrestricted","New Campaign","$550.00","4","Credit Card","NetCommunity Donations","4/29/1999","$25.00","9/25/2024","$100.00"
"Individual","13458","69","Florida","4/13/2020","$51.70","$51.70","331-Unrestricted","New Campaign","$1,201.70","5","Credit Card","Mobile Cause - 4/13/2020","6/30/1977","$5.00","12/19/2022","$250.00"
"Individual","13458","69","Florida","12/19/2018","$500.00","$500.00","331-Unrestricted","New Campaign","$1,201.70","5","Credit Card","NetCommunity Donations","6/30/1977","$5.00","12/19/2022","$250.00"
"Individual","13458","69","Florida","12/19/2022","$250.00","$250.00","331-Unrestricted","New Campaign","$1,201.70","5","Credit Card","NetCommunity Donations","6/30/1977","$5.00","12/19/2022","$250.00"
"Individual","13458","69","Florida","4/6/2022","$150.00","$150.00","331-Unrestricted","New Campaign","$1,201.70","5","Credit Card","","6/30/1977","$5.00","12/19/2022","$250.00"
"Individual","13458","69","Florida","12/28/2021","$250.00","$250.00","331-Unrestricted","New Campaign","$1,201.70","5","Credit Card","NetCommunity Donations","6/30/1977","$5.00","12/19/2022","$250.00"
"Individual","7533","","South Carolina","4/5/2020","$150.00","$150.00","331-Unrestricted","New Campaign","$1,350.00","8","Credit Card","NetCommunity Donations","1/1/1960","$10.00","12/6/2023","$150.00"
"Individual","398874","30","New Jersey","3/5/2023","$25.00","$25.00","331-Unrestricted","New Campaign","$25.00","1","Credit Card","NetCommunity Donations","4/29/2018","$20.00","3/5/2023","$25.00"
"Individual","398982","","New Jersey","4/9/2020","$25.85","$25.85","331-Unrestricted","New Campaign","$50.85","2","Credit Card","Mobile Cause 4/9/20","5/16/2018","$18.00","7/7/2021","$25.00"
"Individual","394052","39","New Jersey","10/15/2019","$20.15","$20.15","331-Unrestricted","New Campaign","$20.15","1","Credit Card","NetCommunity Donations","10/15/2019","$20.15","10/15/2019","$20.15"
"Individual","398815","","New York","4/10/2019","$50.00","$50.00","331-Unrestricted","New Campaign","$1,090.00","4","Credit Card","NetCommunity Event Registration Fees","4/28/2018","$500.00","5/2/2022","$150.00"
"Individual","398758","","Connecticut","11/5/2018","$25.00","$25.00","331-Unrestricted","New Campaign","$125.85","5","Credit Card","NetCommunity Donations","4/29/2018","$1.00","4/8/2021","$25.00"
"Individual","398758","","Connecticut","12/22/2020","$25.00","$25.00","331-Unrestricted","New Campaign","$125.85","5","Credit Card","NetCommunity Donations","4/29/2018","$1.00","4/8/2021","$25.00"
"Individual","14795","","Virginia","4/6/2020","$25.00","$25.00","331-Unrestricted","New Campaign","$25.00","1","Credit Card","","6/30/1974","$5.00","4/6/2020","$25.00"
"Individual","8549","63","New Jersey","4/2/2024","$102.87","$51.43","331-Unrestricted","New Campaign","$102.87","1","Credit Card","","6/30/1984","$20.00","4/2/2024","$102.87"
"Individual","398320","25","New Jersey","4/12/2019","$2.00","$2.00","331-Unrestricted","New Campaign","$3.00","2","Credit Card","NetCommunity Donations","12/6/2017","$1.00","7/20/2024","$10.00"
"Individual","398758","","Connecticut","4/3/2020","$25.85","$25.85","331-Unrestricted","New Campaign","$125.85","5","Credit Card","Mobile Cause - 4/3/20 ","4/29/2018","$1.00","4/8/2021","$25.00"
"Individual","106816","43","New Jersey","8/10/2021","$20.00","$20.00","331-Unrestricted","New Campaign","$488.79","4","Credit Card","NetCommunity Event Registration Fees","2/8/2011","$65.00","10/31/2024","$1,234.44"
"Individual","8037","74","New Jersey","11/20/2020","$1,500.00","$1,500.00","331-Unrestricted","New Campaign","$9,340.00","9","Credit Card","NetCommunity Donations","6/30/1973","$10.00","10/28/2024","$1,500.00"
"Individual","8037","74","New Jersey","12/11/2019","$1,500.00","$1,500.00","331-Unrestricted","New Campaign","$9,340.00","9","Credit Card","NetCommunity Donations","6/30/1973","$10.00","10/28/2024","$1,500.00"
"Individual","8037","74","New Jersey","9/27/2018","$1,500.00","$1,500.00","331-Unrestricted","New Campaign","$9,340.00","9","Credit Card","NetCommunity Donations","6/30/1973","$10.00","10/28/2024","$1,500.00"
"Individual","8037","74","New Jersey","7/6/2023","$50.00","$50.00","331-Unrestricted","New Campaign","$9,340.00","9","Credit Card","NetCommunity Event Registration Fees","6/30/1973","$10.00","10/28/2024","$1,500.00"
"Individual","8037","74","New Jersey","3/14/2023","$1,500.00","$1,500.00","331-Unrestricted","New Campaign","$9,340.00","9","Credit Card","NetCommunity Donations","6/30/1973","$10.00","10/28/2024","$1,500.00"
"Individual","8037","74","New Jersey","11/2/2022","$1,500.00","$1,500.00","331-Unrestricted","New Campaign","$9,340.00","9","Credit Card","NetCommunity Donations","6/30/1973","$10.00","10/28/2024","$1,500.00"
"Individual","8037","74","New Jersey","10/8/2021","$1,500.00","$1,500.00","331-Unrestricted","New Campaign","$9,340.00","9","Credit Card","","6/30/1973","$10.00","10/28/2024","$1,500.00"
"Individual","397242","","New Jersey","4/13/2020","$25.85","$25.85","331-Unrestricted","New Campaign","$25.85","1","Credit Card","Mobile Cause - 4/13/2020","4/11/2019","$5.00","4/13/2020","$25.85"
"Organization","399614","","New York","4/28/2023","$50.00","$50.00","331-Unrestricted","New Campaign","$50.00","1","Credit Card","USPS Bulk Delivery - January Postmark","12/10/2018","$50.00","4/28/2023","$50.00"
"Individual","106816","43","New Jersey","4/9/2020","$258.50","$258.50","331-Unrestricted","New Campaign","$488.79","4","Credit Card","Mobile Cause 4/9/20","2/8/2011","$65.00","10/31/2024","$1,234.44"
"Individual","3623","76","New Jersey","4/6/2023","$100.00","$100.00","331-Unrestricted","New Campaign","$653.40","7","Credit Card","NetCommunity Donations","6/30/1973","$25.00","11/25/2024","$205.74"
"Individual","47331","44","New Jersey","4/9/2020","$51.70","$51.70","331-Unrestricted","New Campaign","$356.38","4","Credit Card","Mobile Cause 4/9/20","4/9/2020","$51.70","4/6/2022","$150.00"
"Individual","47331","44","New Jersey","4/6/2022","$150.00","$150.00","331-Unrestricted","New Campaign","$356.38","4","Credit Card","","4/9/2020","$51.70","4/6/2022","$150.00"
"Individual","3623","76","New Jersey","8/12/2021","$100.00","$100.00","331-Unrestricted","New Campaign","$653.40","7","Credit Card","NetCommunity Donations","6/30/1973","$25.00","11/25/2024","$205.74"
"Individual","3623","76","New Jersey","8/1/2018","$50.00","$50.00","331-Unrestricted","New Campaign","$653.40","7","Credit Card","NetCommunity Event Registration Fees","6/30/1973","$25.00","11/25/2024","$205.74"
"Individual","5701","73","Florida","5/12/2022","$500.00","$500.00","331-Unrestricted","New Campaign","$750.00","2","Credit Card","NetCommunity Donations","6/30/1974","$100.00","4/18/2024","$1,000.00"
"Individual","391547","33","New Jersey","6/23/2019","$100.00","$100.00","331-Unrestricted","New Campaign","$155.00","3","Credit Card","Late iPad entries","11/30/2016","$100.00","3/16/2021","$25.00"
"Individual","398050","29","New Jersey","4/9/2020","$29.00","$29.00","331-Unrestricted","New Campaign","$29.00","1","Credit Card","Mobile Cause 4/9/20","4/9/2020","$29.00","4/9/2020","$29.00"
"Individual","398082","29","New Jersey","11/20/2018","$10.00","$10.00","331-Unrestricted","New Campaign","$10.00","1","Credit Card","NetCommunity Donations","11/20/2018","$10.00","11/20/2018","$10.00"
"Individual","398235","","New Jersey","4/12/2019","$20.00","$20.00","331-Unrestricted","New Campaign","$20.00","1","Credit Card","NetCommunity Donations","4/12/2019","$20.00","4/12/2019","$20.00"
"Individual","386170","37","New Jersey","11/1/2022","$50.00","$50.00","331-Unrestricted","New Campaign","$50.00","1","Credit Card","NetCommunity Event Registration Fees","11/30/2016","$100.00","11/4/2024","$20.00"
"Individual","397744","36","New Jersey","1/31/2023","$30.00","$30.00","331-Unrestricted","New Campaign","$30.00","1","Credit Card","NetCommunity Donations","1/31/2023","$30.00","1/31/2023","$30.00"
"Individual","8944","60","New Jersey","4/2/2019","$25.00","$25.00","331-Unrestricted","New Campaign","$4,045.00","9","Credit Card","NetCommunity Event Registration Fees","6/30/1989","$100.00","8/12/2024","$50.00"
"Individual","397930","61","New Jersey","3/6/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$100.00","1","Credit Card","NetCommunity Donations","3/6/2022","$100.00","3/6/2022","$100.00"
"Individual","47421","54","New Jersey","10/3/2019","$75.00","$75.00","331-Unrestricted","New Campaign","$125.00","2","Credit Card","NetCommunity Donations","3/30/2009","$50.00","10/3/2019","$75.00"
"Individual","47421","54","New Jersey","1/15/2019","$50.00","$50.00","331-Unrestricted","New Campaign","$125.00","2","Credit Card","NetCommunity Donations","3/30/2009","$50.00","10/3/2019","$75.00"
"Individual","380411","49","Virginia","12/3/2020","$25.00","$25.00","331-Unrestricted","New Campaign","$25.00","1","Credit Card","NetCommunity Donations","12/20/2013","$52.00","12/3/2020","$25.00"
"Individual","380318","41","New Jersey","11/12/2021","$25.00","$25.00","331-Unrestricted","New Campaign","$1,050.00","3","Credit Card","NetCommunity Donations","10/3/2008","$20.00","1/12/2024","$1,000.00"
"Individual","380318","41","New Jersey","1/12/2024","$1,000.00","$1,000.00","331-Unrestricted","New Campaign","$1,050.00","3","Credit Card","NetCommunity Donations","10/3/2008","$20.00","1/12/2024","$1,000.00"
"Individual","380318","41","New Jersey","3/27/2022","$25.00","$25.00","331-Unrestricted","New Campaign","$1,050.00","3","Credit Card","NetCommunity Donations","10/3/2008","$20.00","1/12/2024","$1,000.00"
"Individual","390756","69","New Jersey","8/11/2022","$25.00","$25.00","331-Unrestricted","New Campaign","$5,084.01","12","Credit Card","NetCommunity Event Registration Fees","12/6/2013","$250.00","6/20/2024","$1,000.00"
"Individual","391578","34","New Jersey","6/26/2023","$20.00","$20.00","331-Unrestricted","New Campaign","$20.00","1","Credit Card","NetCommunity Donations","6/26/2023","$20.00","6/26/2023","$20.00"
"Individual","42157","66","New Jersey","12/30/2022","$100.00","$100.00","331-Unrestricted","New Campaign","$375.00","5","Credit Card","NetCommunity Donations","12/27/2013","$100.00","4/5/2023","$100.00"
"Individual","42157","66","New Jersey","4/5/2023","$100.00","$100.00","331-Unrestricted","New Campaign","$375.00","5","Credit Card","NetCommunity Donations","12/27/2013","$100.00","4/5/2023","$100.00"
"Individual","42157","66","New Jersey","3/31/2022","$25.00","$25.00","331-Unrestricted","New Campaign","$375.00","5","Credit Card","NetCommunity Event Registration Fees","12/27/2013","$100.00","4/5/2023","$100.00"
"Individual","42157","66","New Jersey","4/6/2022","$50.00","$50.00","331-Unrestricted","New Campaign","$375.00","5","Credit Card","","12/27/2013","$100.00","4/5/2023","$100.00"
"Individual","42157","66","New Jersey","12/31/2021","$100.00","$100.00","331-Unrestricted","New Campaign","$375.00","5","Credit Card","NetCommunity Donations","12/27/2013","$100.00","4/5/2023","$100.00"
"Individual","390261","42","New Jersey","12/5/2019","$25.00","$25.00","331-Unrestricted","New Campaign","$215.00","4","Credit Card","NetCommunity Donations","5/16/2013","$20.12","11/28/2023","$100.00"
"Individual","390372","44","New Jersey","2/22/2023","$52.00","$52.00","331-Unrestricted","New Campaign","$52.00","1","Credit Card","NetCommunity Donations","5/3/2012","$10.00","2/22/2023","$52.00"
"Individual","389848","","New York","12/31/2021","$100.00","$100.00","331-Unrestricted","New Campaign","$1,000.00","4","Credit Card","NetCommunity Donations","12/11/2012","$250.00","4/6/2022","$150.00"
"Individual","389848","","New York","12/31/2019","$250.00","$250.00","331-Unrestricted","New Campaign","$1,000.00","4","Credit Card","NetCommunity Donations","12/11/2012","$250.00","4/6/2022","$150.00"
"Individual","17763","84","Virginia","4/13/2020","$51.70","$51.70","331-Unrestricted","New Campaign","$2,301.70","5","Credit Card","Mobile Cause - 4/13/2020","1/1/1960","$51.00","3/11/2024","$2,000.00"
"Individual","17763","84","Virginia","5/19/2020","$1,000.00","$1,000.00","331-Unrestricted","New Campaign","$2,301.70","5","Credit Card","NetCommunity Donations","1/1/1960","$51.00","3/11/2024","$2,000.00"
"Individual","17763","84","Virginia","9/10/2020","$1,000.00","$1,000.00","331-Unrestricted","New Campaign","$2,301.70","5","Credit Card","NetCommunity Donations","1/1/1960","$51.00","3/11/2024","$2,000.00"
"Individual","17763","84","Virginia","10/12/2018","$200.00","$200.00","331-Unrestricted","New Campaign","$2,301.70","5","Credit Card","NetCommunity Event Registration Fees","1/1/1960","$51.00","3/11/2024","$2,000.00"
"Individual","7527","84","New Jersey","5/3/2019","$20.00","$20.00","331-Unrestricted","New Campaign","$20.00","1","Credit Card","","5/19/1993","$35.00","5/6/2021","$25.00"
"Individual","391103","","New Jersey","4/12/2019","$250.00","$250.00","331-Unrestricted","New Campaign","$250.00","1","Credit Card","NetCommunity Donations","5/21/2013","$100.00","4/12/2019","$250.00"
"Individual","385640","36","Wisconsin","4/9/2020","$25.85","$25.85","331-Unrestricted","New Campaign","$25.85","1","Credit Card","Mobile Cause 4/9/20","5/11/2009","$10.00","4/9/2020","$25.85"
"Individual","9342","65","New Jersey","3/26/2022","$25.00","$25.00","331-Unrestricted","New Campaign","$25.00","1","Credit Card","NetCommunity Donations","4/8/1993","$25.00","3/26/2022","$25.00"
